2020-09-07 17:38:24,194 [AUDIT] Token created by 'anonymous': tokenId='2d59aef9-374b-46d9-b107-a08c09ba530c', issuer='jfrou@01ehmtb7hjyn1s78sm33zd7ws9', subject='jfrou@01ehmtb7hjyn1s78sm33zd7ws9', expiry=none, refreshable=false
2020-09-13 15:06:08,656 [AUDIT] Token created by 'jffe@000': tokenId='a63fb638-98df-486f-8675-ed24cd58d66c', issuer='jffe@000', subject='jffe@000', expiry=1600010168656, refreshable=false
2020-09-13 15:06:08,661 [AUDIT] Token created by 'jffe@000': tokenId='946d716c-35a1-4b05-919d-30a66664e2f6', issuer='jffe@000', subject='jffe@000', expiry=1600010168661, refreshable=false
2020-09-13 15:16:08,703 [AUDIT] Token created by 'jffe@000': tokenId='fb48272a-3e31-46ba-8c1f-54b9fc362413', issuer='jffe@000', subject='jffe@000', expiry=1600010768703, refreshable=false
2020-09-13 15:16:08,703 [AUDIT] Token created by 'jffe@000': tokenId='d6c07d8d-a655-48e7-9cfd-880a95c4ba57', issuer='jffe@000', subject='jffe@000', expiry=1600010768703, refreshable=false
2020-09-13 15:16:08,704 [AUDIT] Token created by 'jffe@000': tokenId='4a13a144-2265-427c-a4c1-0a64af1157f5', issuer='jffe@000', subject='jffe@000', expiry=1600010768704, refreshable=false
2020-09-13 15:16:08,708 [AUDIT] Token created by 'jffe@000': tokenId='ea4b42d2-5187-4ec1-82ba-b9c0b7373200', issuer='jffe@000', subject='jffe@000', expiry=1600010768708, refreshable=false
2020-09-13 15:26:08,767 [AUDIT] Token created by 'jffe@000': tokenId='5a9f57a2-063a-46fd-a1fd-7a57f4363c1a', issuer='jffe@000', subject='jffe@000', expiry=1600011368766, refreshable=false
2020-09-13 15:26:08,777 [AUDIT] Token created by 'jffe@000': tokenId='c967f424-0f14-4be8-9f66-85bfc750f561', issuer='jffe@000', subject='jffe@000', expiry=1600011368776, refreshable=false
2020-09-13 15:26:08,777 [AUDIT] Token created by 'jffe@000': tokenId='e5490cb5-3ecb-4d8d-909f-26976ba80cb3', issuer='jffe@000', subject='jffe@000', expiry=1600011368776, refreshable=false
2020-09-13 15:26:08,778 [AUDIT] Token created by 'jffe@000': tokenId='5ee4a3d4-7d39-43c0-874e-2e28a6e9bcb3', issuer='jffe@000', subject='jffe@000', expiry=1600011368778, refreshable=false
2020-09-13 15:36:08,828 [AUDIT] Token created by 'jffe@000': tokenId='429a32a5-0c0e-459b-8698-dcc33b7bba5b', issuer='jffe@000', subject='jffe@000', expiry=1600011968828, refreshable=false
2020-09-13 15:36:08,828 [AUDIT] Token created by 'jffe@000': tokenId='7f9434a5-09e9-45e6-9443-0818b34668ec', issuer='jffe@000', subject='jffe@000', expiry=1600011968828, refreshable=false
2020-09-13 15:36:08,828 [AUDIT] Token created by 'jffe@000': tokenId='71874155-85a4-4548-b694-8ceb688ef7a1', issuer='jffe@000', subject='jffe@000', expiry=1600011968828, refreshable=false
2020-09-13 15:36:08,852 [AUDIT] Token created by 'jffe@000': tokenId='94c0b8f9-a5d1-473e-a058-7c62b974431b', issuer='jffe@000', subject='jffe@000', expiry=1600011968852, refreshable=false
2020-09-13 15:46:08,962 [AUDIT] Token created by 'jffe@000': tokenId='ca8b17c9-5242-43ff-9774-0a8087dd259d', issuer='jffe@000', subject='jffe@000', expiry=1600012568962, refreshable=false
2020-09-13 15:46:08,966 [AUDIT] Token created by 'jffe@000': tokenId='e27ca710-f3d4-4224-9517-68f72c80ea4d', issuer='jffe@000', subject='jffe@000', expiry=1600012568965, refreshable=false
2020-09-13 15:46:08,982 [AUDIT] Token created by 'jffe@000': tokenId='fda61ea3-e1a5-4bff-91ab-c23682965563', issuer='jffe@000', subject='jffe@000', expiry=1600012568982, refreshable=false
2020-09-13 15:46:08,984 [AUDIT] Token created by 'jffe@000': tokenId='29c2efbb-b339-4441-9255-90fe53d55bda', issuer='jffe@000', subject='jffe@000', expiry=1600012568984, refreshable=false
2020-09-13 15:56:09,100 [AUDIT] Token created by 'jffe@000': tokenId='109684ee-9db6-454d-b743-5a48b6570b7b', issuer='jffe@000', subject='jffe@000', expiry=1600013169099, refreshable=false
2020-09-13 15:56:09,105 [AUDIT] Token created by 'jffe@000': tokenId='1815f4ac-2c2b-4152-8be3-ac2e5fe1315f', issuer='jffe@000', subject='jffe@000', expiry=1600013169104, refreshable=false
2020-09-13 15:56:09,113 [AUDIT] Token created by 'jffe@000': tokenId='8f4487e1-ac7d-4e21-9ecf-8dd2018338b4', issuer='jffe@000', subject='jffe@000', expiry=1600013169112, refreshable=false
2020-09-13 15:56:09,125 [AUDIT] Token created by 'jffe@000': tokenId='498217c4-4a0e-44ea-972d-7c83521d0398', issuer='jffe@000', subject='jffe@000', expiry=1600013169125, refreshable=false
2020-09-13 16:06:09,171 [AUDIT] Token created by 'jffe@000': tokenId='676da08a-b26a-4949-bad7-be7f73296a93', issuer='jffe@000', subject='jffe@000', expiry=1600013769171, refreshable=false
2020-09-13 16:06:09,176 [AUDIT] Token created by 'jffe@000': tokenId='7d3ed5e0-e668-4dca-94dd-1dd19e0d6643', issuer='jffe@000', subject='jffe@000', expiry=1600013769176, refreshable=false
2020-09-13 16:06:09,187 [AUDIT] Token created by 'jffe@000': tokenId='616fb45b-e49a-418b-8a4e-e5e94921738f', issuer='jffe@000', subject='jffe@000', expiry=1600013769187, refreshable=false
2020-09-13 16:06:09,188 [AUDIT] Token created by 'jffe@000': tokenId='c09b26a3-5f8e-434d-92fd-e4722835c45e', issuer='jffe@000', subject='jffe@000', expiry=1600013769187, refreshable=false
2020-09-13 16:16:09,264 [AUDIT] Token created by 'jffe@000': tokenId='0806dfb4-4c65-44bd-ad7f-415d5b314e6d', issuer='jffe@000', subject='jffe@000', expiry=1600014369264, refreshable=false
2020-09-13 16:16:09,269 [AUDIT] Token created by 'jffe@000': tokenId='a5880feb-028e-440b-8f84-a763a54872dd', issuer='jffe@000', subject='jffe@000', expiry=1600014369269, refreshable=false
2020-09-13 16:16:09,289 [AUDIT] Token created by 'jffe@000': tokenId='65818e53-1276-476e-a614-646670c1e364', issuer='jffe@000', subject='jffe@000', expiry=1600014369289, refreshable=false
2020-09-13 16:16:09,291 [AUDIT] Token created by 'jffe@000': tokenId='0319ac5e-1358-4238-8fcf-0145762cfe0c', issuer='jffe@000', subject='jffe@000', expiry=1600014369290, refreshable=false
2020-09-13 16:26:09,362 [AUDIT] Token created by 'jffe@000': tokenId='ba278021-75ea-4547-9d45-b56a9950a978', issuer='jffe@000', subject='jffe@000', expiry=1600014969361, refreshable=false
2020-09-13 16:26:09,364 [AUDIT] Token created by 'jffe@000': tokenId='f2a02704-babc-4d6a-bf78-ff2d421a5a15', issuer='jffe@000', subject='jffe@000', expiry=1600014969364, refreshable=false
2020-09-13 16:26:09,378 [AUDIT] Token created by 'jffe@000': tokenId='0d05b404-71d0-443f-b2d5-a0b363ab575f', issuer='jffe@000', subject='jffe@000', expiry=1600014969378, refreshable=false
2020-09-13 16:26:09,380 [AUDIT] Token created by 'jffe@000': tokenId='cb19e0dd-3d9f-43cc-859f-102ddde8dd97', issuer='jffe@000', subject='jffe@000', expiry=1600014969380, refreshable=false
2020-09-13 16:36:09,473 [AUDIT] Token created by 'jffe@000': tokenId='de1cf44b-7a7b-4698-9537-e184a4ce96b7', issuer='jffe@000', subject='jffe@000', expiry=1600015569472, refreshable=false
2020-09-13 16:36:09,475 [AUDIT] Token created by 'jffe@000': tokenId='a367d9ee-f105-4ac1-b117-7f8a64923866', issuer='jffe@000', subject='jffe@000', expiry=1600015569475, refreshable=false
2020-09-13 16:36:09,475 [AUDIT] Token created by 'jffe@000': tokenId='c40c5408-a3a6-4b8f-82b2-ca69c5649915', issuer='jffe@000', subject='jffe@000', expiry=1600015569475, refreshable=false
2020-09-13 16:36:09,486 [AUDIT] Token created by 'jffe@000': tokenId='df464b93-42c1-4f5d-ae38-0d1be82bd14b', issuer='jffe@000', subject='jffe@000', expiry=1600015569486, refreshable=false
2020-09-13 16:46:09,630 [AUDIT] Token created by 'jffe@000': tokenId='b9fdf03c-66ce-4c9e-aed9-8cdb7055c824', issuer='jffe@000', subject='jffe@000', expiry=1600016169630, refreshable=false
2020-09-13 16:46:09,630 [AUDIT] Token created by 'jffe@000': tokenId='58f2593e-d7a1-48b4-ad4c-461ee09c3c16', issuer='jffe@000', subject='jffe@000', expiry=1600016169630, refreshable=false
2020-09-13 16:46:09,631 [AUDIT] Token created by 'jffe@000': tokenId='5f9e97d9-3d1d-4853-b946-e9d7ceb18a86', issuer='jffe@000', subject='jffe@000', expiry=1600016169630, refreshable=false
2020-09-13 16:46:09,648 [AUDIT] Token created by 'jffe@000': tokenId='0c276003-77ed-4f08-aca9-5a75f1cc12ac', issuer='jffe@000', subject='jffe@000', expiry=1600016169648, refreshable=false
2020-09-13 16:56:09,748 [AUDIT] Token created by 'jffe@000': tokenId='5af0f3d6-1118-4630-b318-a300fbb6be31', issuer='jffe@000', subject='jffe@000', expiry=1600016769748, refreshable=false
2020-09-13 16:56:09,750 [AUDIT] Token created by 'jffe@000': tokenId='3d1a5e76-a48d-43a2-9e62-fc17167ff370', issuer='jffe@000', subject='jffe@000', expiry=1600016769750, refreshable=false
2020-09-13 16:56:09,755 [AUDIT] Token created by 'jffe@000': tokenId='3560cc7f-cb72-47a6-89ed-9b11afa80fc9', issuer='jffe@000', subject='jffe@000', expiry=1600016769754, refreshable=false
2020-09-13 16:56:09,767 [AUDIT] Token created by 'jffe@000': tokenId='4dbf990b-8fe7-4ff3-8990-bf80e1ffff64', issuer='jffe@000', subject='jffe@000', expiry=1600016769766, refreshable=false
2020-09-13 17:06:09,845 [AUDIT] Token created by 'jffe@000': tokenId='be97d2b4-5a98-4af8-916d-2359030ef15a', issuer='jffe@000', subject='jffe@000', expiry=1600017369845, refreshable=false
2020-09-13 17:06:09,848 [AUDIT] Token created by 'jffe@000': tokenId='d9af0a1e-979d-4137-94a6-cd439715d5ef', issuer='jffe@000', subject='jffe@000', expiry=1600017369848, refreshable=false
2020-09-13 17:06:09,848 [AUDIT] Token created by 'jffe@000': tokenId='02940514-edd9-4c81-b059-0915a1549f34', issuer='jffe@000', subject='jffe@000', expiry=1600017369847, refreshable=false
2020-09-13 17:06:09,851 [AUDIT] Token created by 'jffe@000': tokenId='149809a5-1abb-4fca-adf2-c09f0a1d4a33', issuer='jffe@000', subject='jffe@000', expiry=1600017369850, refreshable=false
2020-09-13 17:16:09,965 [AUDIT] Token created by 'jffe@000': tokenId='0da08c5e-01c9-4ceb-9e6a-9fd0ecd1a17f', issuer='jffe@000', subject='jffe@000', expiry=1600017969964, refreshable=false
2020-09-13 17:16:09,972 [AUDIT] Token created by 'jffe@000': tokenId='da6a8f83-9567-4493-b224-821d14051360', issuer='jffe@000', subject='jffe@000', expiry=1600017969971, refreshable=false
2020-09-13 17:16:09,973 [AUDIT] Token created by 'jffe@000': tokenId='4feaf717-53be-441f-a8b4-68b3828288c0', issuer='jffe@000', subject='jffe@000', expiry=1600017969973, refreshable=false
2020-09-13 17:16:09,988 [AUDIT] Token created by 'jffe@000': tokenId='2d33bb47-7047-4b17-9411-6b31e8cde81b', issuer='jffe@000', subject='jffe@000', expiry=1600017969987, refreshable=false
2020-09-13 21:02:34,047 [AUDIT] Token created by 'anonymous': tokenId='0c89c34b-a687-4b2a-820b-9f4fcc5db0a3', issuer='jfrou@01ehmtb7hjyn1s78sm33zd7ws9', subject='jfrou@01ehmtb7hjyn1s78sm33zd7ws9', expiry=none, refreshable=false
2020-09-13 21:02:36,504 [AUDIT] Token created by 'anonymous': tokenId='699ba6c8-8ce9-4e1a-8589-de0b4ff966a6', issuer='jfac@01ehmtb0dzw5h508bzcs8a1kw4', subject='jfac@01ehmtb0dzw5h508bzcs8a1kw4', expiry=1600031076499, refreshable=false
2020-09-13 21:02:36,639 [AUDIT] Token created by 'anonymous': tokenId='42fe37c7-5d54-4996-b1ef-ec598868501a', issuer='jfac@01ehmtb0dzw5h508bzcs8a1kw4', subject='jfac@01ehmtb0dzw5h508bzcs8a1kw4', expiry=1600031076637, refreshable=false
2020-09-13 21:02:36,866 [AUDIT] Token created by 'anonymous': tokenId='06ca0ed7-cb4f-4dc4-81cc-2dc1a47f7c70', issuer='jfac@01ehmtb0dzw5h508bzcs8a1kw4', subject='jfac@01ehmtb0dzw5h508bzcs8a1kw4', expiry=1600031076861, refreshable=false
2020-09-13 21:02:37,306 [AUDIT] Token created by 'anonymous': tokenId='3a3f9e16-db19-400c-88d5-88c0beb4e61b', issuer='jfac@01ehmtb0dzw5h508bzcs8a1kw4', subject='jfac@01ehmtb0dzw5h508bzcs8a1kw4', expiry=1600031077303, refreshable=false
2020-09-13 21:02:38,125 [AUDIT] Token created by 'anonymous': tokenId='fe7bf21f-f212-41d7-ae2b-5197b10d92a3', issuer='jfac@01ehmtb0dzw5h508bzcs8a1kw4', subject='jfac@01ehmtb0dzw5h508bzcs8a1kw4', expiry=1600031078118, refreshable=false
2020-09-13 21:02:39,159 [AUDIT] Token created by 'anonymous': tokenId='3939165d-ca47-4229-b196-50531570c957', issuer='jfac@01ehmtb0dzw5h508bzcs8a1kw4', subject='jfac@01ehmtb0dzw5h508bzcs8a1kw4', expiry=1600031079157, refreshable=false
2020-09-13 21:02:39,241 [AUDIT] Token created by 'anonymous': tokenId='eb9f8480-d5eb-4c06-a673-fea79ab9b7fa', issuer='jfrt@01ehmtbkv1fds617cd3vn21s8z', subject='jfrt@01ehmtbkv1fds617cd3vn21s8z', expiry=none, refreshable=false
2020-09-13 21:02:39,410 [AUDIT] Token created by 'anonymous': tokenId='69cb4da9-08ab-48e7-b1ba-6c69bf5d2e5d', issuer='jfmd@01ehmtb8dhfgkam1byzedh308k', subject='jfmd@01ehmtb8dhfgkam1byzedh308k', expiry=none, refreshable=false
2020-09-13 21:02:43,701 [AUDIT] Token created by 'anonymous': tokenId='075390b0-d389-4342-af0a-921a064db4f9', issuer='jffe@000', subject='jffe@000', expiry=none, refreshable=false
2020-09-13 21:02:43,748 [AUDIT] Token created by 'jffe@000': tokenId='ad0b28c9-e835-4117-84b4-3fec36979276', issuer='jffe@000', subject='jffe@000', expiry=1600031563747, refreshable=false
2020-09-13 21:18:30,234 [AUDIT] Token created by 'anonymous': tokenId='8b45ed05-0812-4aba-a7b1-ca13d4207931', issuer='jfrou@01ehmtb7hjyn1s78sm33zd7ws9', subject='jfrou@01ehmtb7hjyn1s78sm33zd7ws9', expiry=none, refreshable=false
2020-09-13 21:18:33,522 [AUDIT] Token created by 'anonymous': tokenId='80fe6c45-f217-4f2e-bc5b-59b9edb95b28', issuer='jfac@01ehmtb0dzw5h508bzcs8a1kw4', subject='jfac@01ehmtb0dzw5h508bzcs8a1kw4', expiry=1600032033513, refreshable=false
2020-09-13 21:18:33,652 [AUDIT] Token created by 'anonymous': tokenId='7d676a47-da8b-4a19-8668-ebac090140d3', issuer='jfac@01ehmtb0dzw5h508bzcs8a1kw4', subject='jfac@01ehmtb0dzw5h508bzcs8a1kw4', expiry=1600032033648, refreshable=false
2020-09-13 21:18:33,911 [AUDIT] Token created by 'anonymous': tokenId='713b2c85-55c2-4a64-9b8a-6b3d41dc62d8', issuer='jfac@01ehmtb0dzw5h508bzcs8a1kw4', subject='jfac@01ehmtb0dzw5h508bzcs8a1kw4', expiry=1600032033905, refreshable=false
2020-09-13 21:18:34,353 [AUDIT] Token created by 'anonymous': tokenId='a6a910fe-ae46-45e9-ba55-a67f21afcefe', issuer='jfac@01ehmtb0dzw5h508bzcs8a1kw4', subject='jfac@01ehmtb0dzw5h508bzcs8a1kw4', expiry=1600032034348, refreshable=false
2020-09-13 21:18:35,165 [AUDIT] Token created by 'anonymous': tokenId='ef0f9fa8-e39c-44e6-a93b-a8544e206607', issuer='jfac@01ehmtb0dzw5h508bzcs8a1kw4', subject='jfac@01ehmtb0dzw5h508bzcs8a1kw4', expiry=1600032035163, refreshable=false
2020-09-13 21:18:35,303 [AUDIT] Token created by 'anonymous': tokenId='d2f1203f-8581-46cd-b676-7021eb5a61a9', issuer='jfmd@01ehmtb8dhfgkam1byzedh308k', subject='jfmd@01ehmtb8dhfgkam1byzedh308k', expiry=none, refreshable=false
2020-09-13 21:18:35,825 [AUDIT] Token created by 'anonymous': tokenId='cf7cc537-3718-4868-bea5-4d5372f9f7c6', issuer='jfrt@01ehmtbkv1fds617cd3vn21s8z', subject='jfrt@01ehmtbkv1fds617cd3vn21s8z', expiry=none, refreshable=false
2020-09-13 21:18:36,779 [AUDIT] Token created by 'jfrt@01ehmtbkv1fds617cd3vn21s8z': tokenId='5e95657e-db0e-46bb-a4dd-15fe8230bab7', issuer='jfrt@01ehmtbkv1fds617cd3vn21s8z', subject='jfrt@01ehmtbkv1fds617cd3vn21s8z', expiry=2546111916775, refreshable=false
2020-09-13 21:18:40,950 [AUDIT] Token created by 'anonymous': tokenId='9cbc1752-cfa2-41b4-8fd5-3620363c8d0a', issuer='jffe@000', subject='jffe@000', expiry=none, refreshable=false
2020-09-13 21:18:40,990 [AUDIT] Token created by 'jffe@000': tokenId='8b5b1bd8-ec5c-4963-b027-042873dcfd63', issuer='jffe@000', subject='jffe@000', expiry=1600032520989, refreshable=false
2020-09-13 21:19:38,818 [AUDIT] Token created by 'anonymous': tokenId='deeec756-3a1e-4175-a6b5-2773c2791a8f', issuer='jfrou@01ehmtb7hjyn1s78sm33zd7ws9', subject='jfrou@01ehmtb7hjyn1s78sm33zd7ws9', expiry=none, refreshable=false
2020-09-13 21:19:40,620 [AUDIT] Token created by 'anonymous': tokenId='bc9e34b5-ee90-4d73-a920-d78d8abe8780', issuer='jfac@01ehmtb0dzw5h508bzcs8a1kw4', subject='jfac@01ehmtb0dzw5h508bzcs8a1kw4', expiry=1600032100616, refreshable=false
2020-09-13 21:19:40,742 [AUDIT] Token created by 'anonymous': tokenId='eb00af6d-a562-4e90-aca3-03af66115347', issuer='jfac@01ehmtb0dzw5h508bzcs8a1kw4', subject='jfac@01ehmtb0dzw5h508bzcs8a1kw4', expiry=1600032100740, refreshable=false
2020-09-13 21:19:40,979 [AUDIT] Token created by 'anonymous': tokenId='c05b4004-9181-4de3-a5b3-86c1b0fd7a45', issuer='jfac@01ehmtb0dzw5h508bzcs8a1kw4', subject='jfac@01ehmtb0dzw5h508bzcs8a1kw4', expiry=1600032100972, refreshable=false
2020-09-13 21:19:41,416 [AUDIT] Token created by 'anonymous': tokenId='c2085707-caa2-485a-ac83-044fd8262338', issuer='jfac@01ehmtb0dzw5h508bzcs8a1kw4', subject='jfac@01ehmtb0dzw5h508bzcs8a1kw4', expiry=1600032101410, refreshable=false
2020-09-13 21:19:42,097 [AUDIT] Token created by 'anonymous': tokenId='33c71497-c31c-4b3d-9454-8f0a7e48bce9', issuer='jfmd@01ehmtb8dhfgkam1byzedh308k', subject='jfmd@01ehmtb8dhfgkam1byzedh308k', expiry=none, refreshable=false
2020-09-13 21:28:12,698 [AUDIT] Token created by 'anonymous': tokenId='094e9aef-1702-41a7-b580-1b29acc7943a', issuer='jfrou@01ehmtb7hjyn1s78sm33zd7ws9', subject='jfrou@01ehmtb7hjyn1s78sm33zd7ws9', expiry=none, refreshable=false
2020-09-13 21:28:12,756 [AUDIT] Token revoked by 'anonymous': tokenId='deeec756-3a1e-4175-a6b5-2773c2791a8f', issuer='jfrou@01ehmtb7hjyn1s78sm33zd7ws9', subject='jfrou@01ehmtb7hjyn1s78sm33zd7ws9', expiry=none, refreshable=false
2020-09-13 21:28:14,918 [AUDIT] Token created by 'anonymous': tokenId='81d7d4a1-2094-43c0-b518-64554226e8b2', issuer='jfac@01ehmtb0dzw5h508bzcs8a1kw4', subject='jfac@01ehmtb0dzw5h508bzcs8a1kw4', expiry=1600032614906, refreshable=false
2020-09-13 21:28:15,043 [AUDIT] Token created by 'anonymous': tokenId='b4cc9a7b-8c02-4c9b-9a20-71503f1427d6', issuer='jfac@01ehmtb0dzw5h508bzcs8a1kw4', subject='jfac@01ehmtb0dzw5h508bzcs8a1kw4', expiry=1600032615041, refreshable=false
2020-09-13 21:28:15,266 [AUDIT] Token created by 'anonymous': tokenId='2a93ebb6-462a-4260-bb54-4fd2bf2ad3f5', issuer='jfac@01ehmtb0dzw5h508bzcs8a1kw4', subject='jfac@01ehmtb0dzw5h508bzcs8a1kw4', expiry=1600032615260, refreshable=false
2020-09-13 21:28:15,770 [AUDIT] Token created by 'anonymous': tokenId='4eb19089-861e-4378-98da-c88ff1caec1d', issuer='jfrt@01ehmtbkv1fds617cd3vn21s8z', subject='jfrt@01ehmtbkv1fds617cd3vn21s8z', expiry=none, refreshable=false
2020-09-13 21:28:16,014 [AUDIT] Token created by 'anonymous': tokenId='dfbf80ef-151f-49a2-8398-14c5667e5887', issuer='jfmd@01ehmtb8dhfgkam1byzedh308k', subject='jfmd@01ehmtb8dhfgkam1byzedh308k', expiry=none, refreshable=false
2020-09-13 21:28:16,034 [AUDIT] Token revoked by 'anonymous': tokenId='33c71497-c31c-4b3d-9454-8f0a7e48bce9', issuer='jfmd@01ehmtb8dhfgkam1byzedh308k', subject='jfmd@01ehmtb8dhfgkam1byzedh308k', expiry=none, refreshable=false
2020-09-13 21:28:16,881 [AUDIT] Token created by 'jfrt@01ehmtbkv1fds617cd3vn21s8z': tokenId='5c9c23db-8399-42a9-b662-f23cbeee7c24', issuer='jfrt@01ehmtbkv1fds617cd3vn21s8z', subject='jfrt@01ehmtbkv1fds617cd3vn21s8z', expiry=2546112496880, refreshable=false
2020-09-13 21:28:20,856 [AUDIT] Token created by 'anonymous': tokenId='9351838d-454f-442a-9ad8-fedea80cda47', issuer='jffe@000', subject='jffe@000', expiry=none, refreshable=false
2020-09-13 21:28:20,890 [AUDIT] Token created by 'jffe@000': tokenId='6a58c850-590e-414b-8086-4936ec422b4b', issuer='jffe@000', subject='jffe@000', expiry=1600033100890, refreshable=false
2020-09-13 21:38:23,309 [AUDIT] Token created by 'jffe@000': tokenId='8b020bdd-03da-45aa-8be1-3809ab902923', issuer='jffe@000', subject='jffe@000', expiry=1600033703309, refreshable=false
2020-09-13 21:38:23,310 [AUDIT] Token created by 'jffe@000': tokenId='6247326b-ff38-4b19-a416-e2b6d5f70e2e', issuer='jffe@000', subject='jffe@000', expiry=1600033703310, refreshable=false
2020-09-13 21:38:23,310 [AUDIT] Token created by 'jffe@000': tokenId='3accf074-9f52-4fe3-911e-bb584314bf83', issuer='jffe@000', subject='jffe@000', expiry=1600033703310, refreshable=false
2020-09-13 21:38:23,311 [AUDIT] Token created by 'jffe@000': tokenId='b0a34571-f3a1-4f6d-aecb-6b5cda3c38ed', issuer='jffe@000', subject='jffe@000', expiry=1600033703311, refreshable=false
2020-09-13 21:48:23,392 [AUDIT] Token created by 'jffe@000': tokenId='87f1a85f-aa35-4145-a0b8-d7b0c10faa1d', issuer='jffe@000', subject='jffe@000', expiry=1600034303391, refreshable=false
2020-09-13 21:48:23,402 [AUDIT] Token created by 'jffe@000': tokenId='0e44ca4f-f3e9-42da-928a-16a0ec1d7a7e', issuer='jffe@000', subject='jffe@000', expiry=1600034303402, refreshable=false
2020-09-13 21:48:23,402 [AUDIT] Token created by 'jffe@000': tokenId='de4983e5-5b28-4d95-86b1-9ee1adf9837f', issuer='jffe@000', subject='jffe@000', expiry=1600034303402, refreshable=false
2020-09-13 21:48:23,409 [AUDIT] Token created by 'jffe@000': tokenId='891698f3-9e03-4795-bc7f-2868791010ff', issuer='jffe@000', subject='jffe@000', expiry=1600034303408, refreshable=false
2020-09-13 21:58:23,515 [AUDIT] Token created by 'jffe@000': tokenId='a9daef01-d93c-4835-beef-f57765854f82', issuer='jffe@000', subject='jffe@000', expiry=1600034903515, refreshable=false
2020-09-13 21:58:23,515 [AUDIT] Token created by 'jffe@000': tokenId='a677df13-2242-4b2e-b281-ff306945e371', issuer='jffe@000', subject='jffe@000', expiry=1600034903515, refreshable=false
2020-09-13 21:58:23,519 [AUDIT] Token created by 'jffe@000': tokenId='771467f5-c0c0-4916-9b05-16b36bd2ef4b', issuer='jffe@000', subject='jffe@000', expiry=1600034903519, refreshable=false
2020-09-13 21:58:23,519 [AUDIT] Token created by 'jffe@000': tokenId='a43ec844-771a-412d-a4d0-0531a4a0f0ed', issuer='jffe@000', subject='jffe@000', expiry=1600034903519, refreshable=false
2020-09-13 22:08:23,581 [AUDIT] Token created by 'jffe@000': tokenId='94e4e2d9-e37b-4ce5-9b1b-fd23141bb20e', issuer='jffe@000', subject='jffe@000', expiry=1600035503581, refreshable=false
2020-09-13 22:08:23,589 [AUDIT] Token created by 'jffe@000': tokenId='e8af0f15-8933-4051-a2fa-c78ab24640c3', issuer='jffe@000', subject='jffe@000', expiry=1600035503588, refreshable=false
2020-09-13 22:08:23,589 [AUDIT] Token created by 'jffe@000': tokenId='7edcab1e-a436-4893-aeec-38406bd86a77', issuer='jffe@000', subject='jffe@000', expiry=1600035503589, refreshable=false
2020-09-13 22:08:23,595 [AUDIT] Token created by 'jffe@000': tokenId='1e01837b-630d-4edd-b104-abd2b7580e55', issuer='jffe@000', subject='jffe@000', expiry=1600035503595, refreshable=false
2020-09-13 22:18:23,707 [AUDIT] Token created by 'jffe@000': tokenId='2768f981-095d-4a6c-98b2-6c4b84203307', issuer='jffe@000', subject='jffe@000', expiry=1600036103707, refreshable=false
2020-09-13 22:18:23,707 [AUDIT] Token created by 'jffe@000': tokenId='44dd9ba2-355f-4f1a-bec7-b30ccf92750a', issuer='jffe@000', subject='jffe@000', expiry=1600036103706, refreshable=false
2020-09-13 22:18:23,733 [AUDIT] Token created by 'jffe@000': tokenId='9098c960-8020-46f4-b57c-4f8ce45abdb1', issuer='jffe@000', subject='jffe@000', expiry=1600036103731, refreshable=false
2020-09-13 22:18:23,733 [AUDIT] Token created by 'jffe@000': tokenId='4b2547cf-761a-4e30-b4f9-cb275c1c45f4', issuer='jffe@000', subject='jffe@000', expiry=1600036103732, refreshable=false
2020-09-13 22:28:23,787 [AUDIT] Token created by 'jffe@000': tokenId='b2510496-d5ac-4681-9a7f-1b11a87d35cd', issuer='jffe@000', subject='jffe@000', expiry=1600036703787, refreshable=false
2020-09-13 22:28:23,791 [AUDIT] Token created by 'jffe@000': tokenId='fbc8ecf3-22a2-46ec-bce2-c78be211c261', issuer='jffe@000', subject='jffe@000', expiry=1600036703790, refreshable=false
2020-09-13 22:28:23,791 [AUDIT] Token created by 'jffe@000': tokenId='2d42043c-1fbe-4e08-b98b-0dfc817097ee', issuer='jffe@000', subject='jffe@000', expiry=1600036703791, refreshable=false
2020-09-13 22:28:23,810 [AUDIT] Token created by 'jffe@000': tokenId='1cd46cd6-6e64-4640-852b-b5a36289c84c', issuer='jffe@000', subject='jffe@000', expiry=1600036703810, refreshable=false
2020-09-13 22:38:23,832 [AUDIT] Token created by 'jffe@000': tokenId='6330edc2-0726-486e-83e3-28cdea61c5b6', issuer='jffe@000', subject='jffe@000', expiry=1600037303832, refreshable=false
2020-09-13 22:38:23,838 [AUDIT] Token created by 'jffe@000': tokenId='f2923d69-48df-4340-bb1e-f9183710e464', issuer='jffe@000', subject='jffe@000', expiry=1600037303838, refreshable=false
2020-09-13 22:38:23,845 [AUDIT] Token created by 'jffe@000': tokenId='80df786c-9593-472a-b078-06b7e9bc5fcc', issuer='jffe@000', subject='jffe@000', expiry=1600037303845, refreshable=false
2020-09-13 22:38:23,845 [AUDIT] Token created by 'jffe@000': tokenId='c30372b6-f60e-471e-a0cf-b2494a8f605d', issuer='jffe@000', subject='jffe@000', expiry=1600037303845, refreshable=false
2020-09-13 22:43:09,805 [AUDIT] Token created by 'jffe@000': tokenId='0e04406c-b48b-473f-8964-7950752e265c', issuer='jffe@000', subject='jffe@000/users/anonymous', expiry=1600037589802, refreshable=false
